kpi_categoria,kpi_detalle,valor,unidad
Tiempo_Colchones,Inferior,43.333333333333336,%
Tiempo_Colchones,Transicion,24.999999999999996,%
Tiempo_Colchones,Intermedio,31.111111111111107,%
Tiempo_Colchones,Superior,0.0,%
Uso_Presupuestos,riego,0.0,%
Uso_Presupuestos,generacion,100.00000000000006,%
Participacion_ElToro,energia_total,14.644295098286076,%
Factor_Utilizacion,sistema,0.0,%
