kpi_categoria,kpi_detalle,valor,unidad
Tiempo_Colchones,Inferior,29.166666666666668,%
Tiempo_Colchones,Transicion,41.666666666666664,%
Tiempo_Colchones,Intermedio,29.166666666666664,%
Tiempo_Colchones,Superior,0.0,%
Uso_Presupuestos,riego,0.0,%
Uso_Presupuestos,generacion,100.00000000000006,%
Participacion_ElToro,energia_total,13.931456814555208,%
Factor_Utilizacion,sistema,0.0,%
