kpi_categoria,kpi_detalle,valor,unidad
Tiempo_Colchones,Inferior,69.17989417989418,%
Tiempo_Colchones,Transicion,14.285714285714286,%
Tiempo_Colchones,Intermedio,15.608465608465611,%
Tiempo_Colchones,Superior,0.39682539682539675,%
Uso_Presupuestos,riego,400.84958817699453,%
Uso_Presupuestos,generacion,14066.120408076913,%
Participacion_ElToro,energia_total,13.83355509304009,%
Factor_Utilizacion,sistema,0.0,%
