factor,total_energy_mean,total_energy_std,total_toro_usage_mean,total_toro_usage_std,final_v_mean,final_v_std,success_mean
0.6,11467.029634416662,859.4010102936007,1773.9455686620506,37.12501324682195,1398.6866566766312,44.65015030995754,1.0
1.0,11916.226889383972,1854.4919910077808,1254.151831613399,507.9400848034443,1449.6080206984436,105.69249484795228,1.0
1.4,14322.614135564218,2603.9069099076273,1557.6505617107487,629.4205616070562,1630.0174567547674,303.8337126480267,1.0
