mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.053,1324.002,1323.871,1324.052,1324.529,1326.556,1329.394,1330.366,1332.852,1335.868,1338.298,1339.175
