mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.831,1324.093,1323.860,1323.484,1323.794,1323.973,1324.426,1326.285,1328.176,1331.774,1334.551,1335.276
