mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.967,1325.139,1325.122,1324.815,1326.039,1327.195,1328.176,1331.486,1333.650,1338.340,1342.153,1344.743
