mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.804,1323.552,1323.209,1322.938,1323.236,1324.331,1325.148,1326.682,1328.446,1330.667,1331.420,1331.739
