mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.178,1323.907,1324.021,1323.721,1326.993,1332.008,1333.257,1335.013,1336.074,1338.683,1340.996,1342.552
