mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.191,1324.194,1324.065,1323.951,1324.727,1326.202,1327.492,1328.176,1328.840,1330.366,1332.561,1333.267
