mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.239,1324.217,1323.692,1324.502,1326.101,1330.366,1332.424,1335.788,1338.858,1341.071,1343.646,1344.404
