mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.868,1323.654,1323.239,1322.990,1323.551,1324.650,1326.008,1329.346,1331.129,1333.677,1335.537,1336.072
