mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.176,1324.138,1324.068,1324.182,1329.259,1331.956,1333.988,1333.598,1335.100,1336.747,1338.707,1339.623
