mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.867,1323.579,1323.448,1323.457,1323.547,1326.657,1327.858,1328.611,1328.443,1330.937,1333.499,1334.052
