mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.809,1323.726,1323.601,1323.657,1329.076,1331.658,1333.184,1334.497,1335.556,1337.096,1338.374,1337.800
