mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.469,1323.120,1322.753,1322.623,1322.664,1322.706,1322.820,1322.974,1323.337,1323.337,1323.504,1323.240
