mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.958,1323.817,1323.500,1323.121,1322.856,1323.247,1324.421,1324.895,1325.857,1328.310,1330.563,1330.054
