mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.146,1324.469,1324.511,1324.302,1324.310,1325.634,1326.226,1326.883,1327.635,1330.366,1333.576,1334.528
