mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.404,1324.502,1324.616,1324.605,1324.833,1326.292,1327.163,1327.880,1329.396,1331.738,1334.544,1335.123
