central,vol_mes1_Hm3,vol_mes2_Hm3,vol_mes3_Hm3,vol_mes4_Hm3,vol_mes5_Hm3,vol_mes6_Hm3,vol_mes7_Hm3,vol_mes8_Hm3,vol_mes9_Hm3,vol_mes10_Hm3,vol_mes11_Hm3,vol_mes12_Hm3,eng_mes1_MWh,eng_mes2_MWh,eng_mes3_MWh,eng_mes4_MWh,eng_mes5_MWh,eng_mes6_MWh,eng_mes7_MWh,eng_mes8_MWh,eng_mes9_MWh,eng_mes10_MWh,eng_mes11_MWh,eng_mes12_MWh,total_vol_Hm3,total_eng_MWh
ElToro,171.904955,190.327351,236.131200,236.131200,114.503377,46.152499,44.258339,41.315768,43.829134,41.954080,44.184858,80.558072,318.342509,352.458057,437.280000,437.280000,212.043290,85.467590,81.959886,76.510682,81.165063,77.692741,81.823812,149.181615,1291.250832,2391.205245
control_FiltracionesLaja,78.042656,78.042656,78.042656,78.042656,64.919067,61.460479,61.460479,61.460479,61.460479,61.460479,57.997203,57.997203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,800.386493,0.000000
