mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.928,1324.213,1324.665,1324.546,1327.337,1330.366,1335.219,1337.394,1338.703,1340.988,1342.452,1343.246
