mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.033,1323.957,1323.375,1323.029,1322.874,1324.347,1325.740,1328.176,1330.366,1331.905,1333.991,1334.650
