mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1324.037,1323.927,1323.669,1323.644,1323.763,1324.971,1326.169,1326.242,1328.176,1330.491,1333.026,1333.340
