mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1321.936,1322.326,1322.357,1323.337,1324.773,1328.761,1330.915,1332.841,1333.392,1335.667,1339.866,1343.227
