mes,mes1,mes2,mes3,mes4,mes5,mes6,mes7,mes8,mes9,mes10,mes11,mes12
cota_m,1323.866,1323.796,1323.420,1323.419,1323.384,1323.417,1324.328,1324.513,1324.480,1326.555,1328.765,1329.350
